id,type,text,syllable_count,estimated_duration,actual_duration_mean,standard_deviation,pronunciation,onsets,nuclei,codas,phoneme_sequence,phoneme_set,phoneme_transitions,cross-word transition,morphophonological_processes,morphophonology_count,viseme_sequence,viseme_set,viseme_transitions,visual_features,phoneme_viseme_pairs,av_transitions,phoneme_coverage_gain,coda_coverage_gain,morph_coverage_gain,viseme_coverage_gain,viseme_transition_gain,av_transition_gain,audio_score,vision_score,joint_av_score,phoneme_transition_gain,audio_score_per_sec,vision_score_per_sec,joint_av_score_per_sec
K057,phrase,밥 먹다,3,1.5,1.13,0.32,밤 먹따,"ㅂ,ㅁ,ㄸ","ㅏ,ㅓ","ㅁ,ㄱ",ㅂ-ㅏ-ㅁ | ㅁ-ㅓ-ㄱ-ㄸ-ㅏ,"ㅂ,ㅏ,ㅁ,ㅓ,ㄱ,ㄸ","ㅂ→ㅏ,ㅏ→ㅁ,ㅁ→ㅁ,ㅁ→ㅓ,ㅓ→ㄱ,ㄱ→ㄸ,ㄸ→ㅏ",ㅁ→ㅁ,nasal_assimilation;tensification,2.0,bilabial closure → open vowel → bilabial nasal coda | bilabial closure → open-mid vowel → low-visibility coda → alveolar → open vowel,"bilabial closure,open vowel,bilabial nasal coda,open-mid vowel,low-visibility coda,alveolar","bilabial closure→open vowel,open vowel→bilabial nasal coda,bilabial closure→open-mid vowel,open-mid vowel→low-visibility coda,low-visibility coda→alveolar,alveolar→open vowel",양순음에서 입술 폐쇄가 나타남; 개방 모음에서 입이 크게 열림; 중간 개구의 모음 변화가 나타남; 혀/후방 조음 중심 구간은 입술 단서가 비교적 제한적; 다양한 viseme 전환을 포함,"ㅂ:bilabial closure,ㅏ:open vowel,ㅁ:bilabial nasal coda | ㅁ:bilabial closure,ㅓ:open-mid vowel,ㄱ:low-visibility coda,ㄸ:alveolar,ㅏ:open vowel","ㅂ:bilabial closure→ㅏ:open vowel,ㅏ:open vowel→ㅁ:bilabial nasal coda,ㅁ:bilabial closure→ㅓ:open-mid vowel,ㅓ:open-mid vowel→ㄱ:low-visibility coda,ㄱ:low-visibility coda→ㄸ:alveolar,ㄸ:alveolar→ㅏ:open vowel",0.12,0.18181818181818200,0.25,0.3333333333333330,0.05084745762711870,0.02510460251046030,0.1442269468882370,0.10734463276836200,0.08389114332080780,0.025089605734767000,0.1276344662727760,0.09499525023748810,0.07423994984142290
K058,phrase,물 마시다,4,1.3,1.1,0.17,물 마시다,"ㅁ,ㅅ,ㄷ","ㅜ,ㅏ,ㅣ",ㄹ,ㅁ-ㅜ-ㄹ-|-ㅁ-ㅏ-ㅅ-ㅣ-ㄷ-ㅏ,"ㅁ,ㅜ,ㄹ,ㅏ,ㅅ,ㅣ,ㄷ","ㅁ→ㅜ,ㅜ→ㄹ,ㄹ→|,|→ㅁ,ㅁ→ㅏ,ㅏ→ㅅ,ㅅ→ㅣ,ㅣ→ㄷ,ㄷ→ㅏ",ㄹ→ㅁ,,,bilabial closure → rounded/protruded vowel → low-visibility coda | bilabial closure → open vowel → fricative → spread vowel → alveolar → open vowel,"bilabial closure,rounded/protruded vowel,low-visibility coda,open vowel,fricative,spread vowel,alveolar","bilabial closure→rounded/protruded vowel,rounded/protruded vowel→low-visibility coda,bilabial closure→open vowel,open vowel→fricative,fricative→spread vowel,spread vowel→alveolar,alveolar→open vowel",양순음에서 입술 폐쇄가 나타남; 원순 모음에서 입술 원순화/돌출이 나타남; ㅣ 계열에서 입술이 옆으로 벌어짐; 개방 모음에서 입이 크게 열림; 혀/후방 조음 중심 구간은 입술 단서가 비교적 제한적; 다양한 viseme 전환을 포함,"ㅁ:bilabial closure,ㅜ:rounded/protruded vowel,ㄹ:low-visibility coda | ㅁ:bilabial closure,ㅏ:open vowel,ㅅ:fricative,ㅣ:spread vowel,ㄷ:alveolar,ㅏ:open vowel","ㅁ:bilabial closure→ㅜ:rounded/protruded vowel,ㅜ:rounded/protruded vowel→ㄹ:low-visibility coda,ㅁ:bilabial closure→ㅏ:open vowel,ㅏ:open vowel→ㅅ:fricative,ㅅ:fricative→ㅣ:spread vowel,ㅣ:spread vowel→ㄷ:alveolar,ㄷ:alveolar→ㅏ:open vowel",0.14,0.09090909090909090,0.0,0.3888888888888890,0.059322033898305100,0.029288702928870300,0.06579178885630500,0.12523540489642200,0.06347435836442000,0.03225806451612900,0.05981071714209540,0.11385036808765600,0.05770396214947270
K059,phrase,문 열다,4,1.0,0.97,0.06,문녈다,"ㅁ,ㄴ,ㄷ","ㅜ,ㅕ,ㅏ","ㄴ,ㄹ",ㅁ-ㅜ-ㄴ-|-ㄴ-ㅕ-ㄹ-ㄷ-ㅏ,"ㅁ,ㅜ,ㄴ,ㅕ,ㄹ,ㄷ,ㅏ","ㅁ→ㅜ,ㅜ→ㄴ,ㄴ→|,|→ㄴ,ㄴ→ㅕ,ㅕ→ㄹ,ㄹ→ㄷ,ㄷ→ㅏ",ㄴ→ㄴ,n_insertion,1.0,bilabial closure → rounded/protruded vowel → low-visibility coda → alveolar → open-mid vowel → low-visibility coda → alveolar → open vowel,"bilabial closure,rounded/protruded vowel,low-visibility coda,alveolar,open-mid vowel,open vowel","bilabial closure→rounded/protruded vowel,rounded/protruded vowel→low-visibility coda,low-visibility coda→alveolar,alveolar→open-mid vowel,open-mid vowel→low-visibility coda,low-visibility coda→alveolar,alveolar→open vowel",양순음에서 입술 폐쇄가 나타남; 원순 모음에서 입술 원순화/돌출이 나타남; 개방 모음에서 입이 크게 열림; 중간 개구의 모음 변화가 나타남; 혀/후방 조음 중심 구간은 입술 단서가 비교적 제한적; 다양한 viseme 전환을 포함,"ㅁ:bilabial closure,ㅜ:rounded/protruded vowel,ㄴ:low-visibility coda,ㄴ:alveolar,ㅕ:open-mid vowel,ㄹ:low-visibility coda,ㄷ:alveolar,ㅏ:open vowel","ㅁ:bilabial closure→ㅜ:rounded/protruded vowel,ㅜ:rounded/protruded vowel→ㄴ:low-visibility coda,ㄴ:low-visibility coda→ㄴ:alveolar,ㄴ:alveolar→ㅕ:open-mid vowel,ㅕ:open-mid vowel→ㄹ:low-visibility coda,ㄹ:low-visibility coda→ㄷ:alveolar,ㄷ:alveolar→ㅏ:open vowel",0.14,0.18181818181818200,0.125,0.3333333333333330,0.05084745762711870,0.029288702928870300,0.11887300423590700,0.10734463276836200,0.07940451863484330,0.02867383512544800,0.12254948890299700,0.11066456986429000,0.08186032848952920
K060,phrase,문 닫다,3,1.0,0.97,0.06,문 닫따,"ㅁ,ㄷ, ㄸ","ㅜ,ㅏ","ㄴ,ㄷ",ㅁ-ㅜ-ㄴ-|-ㄷ-ㅏ-ㄷ-ㄸ-ㅏ,"ㅁ,ㅜ,ㄴ,ㄷ,ㄸ,ㅏ","ㅁ→ㅜ,ㅜ→ㄴ,ㄴ→|,|→ㄷ,ㄷ→ㅏ,ㅏ→ㄷ,ㄷ→ㄸ,ㄸ→ㅏ",ㄴ→ㄷ,tensification,1.0,bilabial closure → rounded/protruded vowel → low-visibility coda | alveolar → open vowel → low-visibility coda → alveolar → open vowel,"bilabial closure,rounded/protruded vowel,low-visibility coda,alveolar,open vowel","bilabial closure→rounded/protruded vowel,rounded/protruded vowel→low-visibility coda,alveolar→open vowel,open vowel→low-visibility coda,low-visibility coda→alveolar,alveolar→open vowel",양순음에서 입술 폐쇄가 나타남; 원순 모음에서 입술 원순화/돌출이 나타남; 개방 모음에서 입이 크게 열림; 혀/후방 조음 중심 구간은 입술 단서가 비교적 제한적; 다양한 viseme 전환을 포함,"ㅁ:bilabial closure,ㅜ:rounded/protruded vowel,ㄴ:low-visibility coda | ㄷ:alveolar,ㅏ:open vowel,ㄷ:low-visibility coda,ㄸ:alveolar,ㅏ:open vowel","ㅁ:bilabial closure→ㅜ:rounded/protruded vowel,ㅜ:rounded/protruded vowel→ㄴ:low-visibility coda,ㄷ:alveolar→ㅏ:open vowel,ㅏ:open vowel→ㄷ:low-visibility coda,ㄷ:low-visibility coda→ㄸ:alveolar,ㄸ:alveolar→ㅏ:open vowel",0.12,0.18181818181818200,0.125,0.2777777777777780,0.0423728813559322,0.02510460251046030,0.11387300423590700,0.08945386064030130,0.07016009064223950,0.02867383512544800,0.11739484972774000,0.09222047488690860,0.07232999035282420
K061,phrase,옷 입다,3,1.3,1.17,0.15,온 닙따,"ㅇ,ㄴ, ㄸ","ㅗ,ㅣ,ㅏ","ㄴ, ㅂ",ㅇ-ㅗ-ㄴ-|-ㄴ-ㅣ-ㅂ-ㄸ-ㅏ,"ㅇ,ㅗ,ㄴ,ㅣ,ㅂ,ㄸ,ㅏ","ㅇ→ㅗ,ㅗ→ㄴ,ㄴ→|,|→ㅇ,ㅇ→ㅣ,ㅣ→ㅂ,ㅂ→ㄸ,ㄸ→ㅏ",ㄴ→ㄴ,n_insertion;nasal_assimilation;tensification,3.0,null/velar onset → rounded vowel → low-visibility coda | alveolar → spread vowel → bilabial coda closure → alveolar → open vowel,"null/velar onset,rounded vowel,low-visibility coda,alveolar,spread vowel,bilabial coda closure,open vowel","null/velar onset→rounded vowel,rounded vowel→low-visibility coda,alveolar→spread vowel,spread vowel→bilabial coda closure,bilabial coda closure→alveolar,alveolar→open vowel",양순음에서 입술 폐쇄가 나타남; 원순 모음에서 입술 원순화/돌출이 나타남; ㅣ 계열에서 입술이 옆으로 벌어짐; 개방 모음에서 입이 크게 열림; 혀/후방 조음 중심 구간은 입술 단서가 비교적 제한적; 다양한 viseme 전환을 포함,"ㅇ:null/velar onset,ㅗ:rounded vowel,ㄴ:low-visibility coda | ㄴ:alveolar,ㅣ:spread vowel,ㅂ:bilabial coda closure,ㄸ:alveolar,ㅏ:open vowel","ㅇ:null/velar onset→ㅗ:rounded vowel,ㅗ:rounded vowel→ㄴ:low-visibility coda,ㄴ:alveolar→ㅣ:spread vowel,ㅣ:spread vowel→ㅂ:bilabial coda closure,ㅂ:bilabial coda closure→ㄸ:alveolar,ㄸ:alveolar→ㅏ:open vowel",0.14,0.18181818181818200,0.375,0.3888888888888890,0.05084745762711870,0.02510460251046030,0.18137300423590700,0.11845574387947300,0.09602961991424360,0.02867383512544800,0.15501966174009200,0.10124422553801100,0.08207659821730220
K062,phrase,책 읽다,3,1.0,1.13,0.12,챙 닉따,"ㅊ,ㄴ,ㄸ","ㅐ,ㅣ,ㅏ","ㅇ,ㄱ",ㅊ-ㅐ-ㅇ-|-ㄴ-ㅣㄱ-ㄸ-ㅏ,"ㅊ,ㅐ,ㅇ,ㄴ,ㅣ,ㄱ,ㄸ,ㅏ","ㅊ→ㅐ,ㅐ→ㅇ,ㅇ→|,|→ㄴ,ㄴ→ㅣ,ㅣ→ㄱ,ㄱ→ㄸ,ㄸ→ㅏ",ㅇ → ㄴ,n_insertion,1.0,affricate → front/open-mid vowel → low-visibility coda | alveolar → spread vowel → low-visibility coda → alveolar → open vowel,"affricate,front/open-mid vowel,low-visibility coda,alveolar,spread vowel,open vowel","affricate→front/open-mid vowel,front/open-mid vowel→low-visibility coda,alveolar→spread vowel,spread vowel→low-visibility coda,low-visibility coda→alveolar,alveolar→open vowel",ㅣ 계열에서 입술이 옆으로 벌어짐; 개방 모음에서 입이 크게 열림; 중간 개구의 모음 변화가 나타남; 혀/후방 조음 중심 구간은 입술 단서가 비교적 제한적; 다양한 viseme 전환을 포함,"ㅊ:affricate,ㅐ:front/open-mid vowel,ㅇ:low-visibility coda | ㄴ:alveolar,ㅣ:spread vowel,ㄱ:low-visibility coda,ㄸ:alveolar,ㅏ:open vowel","ㅊ:affricate→ㅐ:front/open-mid vowel,ㅐ:front/open-mid vowel→ㅇ:low-visibility coda,ㄴ:alveolar→ㅣ:spread vowel,ㅣ:spread vowel→ㄱ:low-visibility coda,ㄱ:low-visibility coda→ㄸ:alveolar,ㄸ:alveolar→ㅏ:open vowel",0.16,0.18181818181818200,0.125,0.3333333333333330,0.05084745762711870,0.02510460251046030,0.12387300423590700,0.10734463276836200,0.07905267467660710,0.02867383512544800,0.10962212764239600,0.09499525023748810,0.06995811918283810
K063,phrase,커피 마시다,5,1.2,1.1,0.1,커피 마시다,"ㅋ,ㅍ,ㅁ,ㅅ,ㄷ","ㅓ,ㅣ,ㅏ",,ㅋ-ㅓ-ㅍ-ㅣ-|-ㅁ-ㅏ-ㅅ-ㅣ-ㄷ-ㅏ,"ㅋ,ㅓ,ㅍ,ㅣ,ㅁ,ㅏ,ㅅ,ㄷ","ㅋ→ㅓ,ㅓ→ㅍ,ㅍ→ㅣ,ㅣ→|,|→ㅁ,ㅁ→ㅏ,ㅏ→ㅅ,ㅅ→ㅣ,ㅣ→ㄷ,ㄷ→ㅏ",ㅣ → ㅁ,,,low-visibility velar → open-mid vowel → bilabial closure → spread vowel | bilabial closure → open vowel → fricative → spread vowel → alveolar → open vowel,"low-visibility velar,open-mid vowel,bilabial closure,spread vowel,open vowel,fricative,alveolar","low-visibility velar→open-mid vowel,open-mid vowel→bilabial closure,bilabial closure→spread vowel,bilabial closure→open vowel,open vowel→fricative,fricative→spread vowel,spread vowel→alveolar,alveolar→open vowel",양순음에서 입술 폐쇄가 나타남; ㅣ 계열에서 입술이 옆으로 벌어짐; 개방 모음에서 입이 크게 열림; 중간 개구의 모음 변화가 나타남; 혀/후방 조음 중심 구간은 입술 단서가 비교적 제한적; 다양한 viseme 전환을 포함,"ㅋ:low-visibility velar,ㅓ:open-mid vowel,ㅍ:bilabial closure,ㅣ:spread vowel | ㅁ:bilabial closure,ㅏ:open vowel,ㅅ:fricative,ㅣ:spread vowel,ㄷ:alveolar,ㅏ:open vowel","ㅋ:low-visibility velar→ㅓ:open-mid vowel,ㅓ:open-mid vowel→ㅍ:bilabial closure,ㅍ:bilabial closure→ㅣ:spread vowel,ㅁ:bilabial closure→ㅏ:open vowel,ㅏ:open vowel→ㅅ:fricative,ㅅ:fricative→ㅣ:spread vowel,ㅣ:spread vowel→ㄷ:alveolar,ㄷ:alveolar→ㅏ:open vowel",0.16,0.0,0.0,0.3888888888888890,0.06779661016949150,0.03347280334728030,0.04896057347670250,0.132015065913371,0.05624704188104130,0.035842293906810000,0.04450961225154770,0.12001369628488300,0.051133674437310200
K064,phrase,우유 마시다,5,1.4,1.27,0.15,우유 마시다,"ㅇ,ㅁ,ㅅ,ㄷ","ㅜ,ㅠ,ㅏ,ㅣ",,ㅇ-ㅜ-ㅇ-ㅠ-|-ㅁ-ㅏ-ㅅ-ㅣ-ㄷ-ㅏ,"ㅇ,ㅜ,ㅠ,ㅁ,ㅏ,ㅅ,ㅣ,ㄷ","ㅇ→ㅜ,ㅜ→ㅇ,ㅇ→ㅠ,ㅠ→|,|→ㅁ,ㅁ→ㅏ,ㅏ→ㅅ,ㅅ→ㅣ,ㅣ→ㄷ,ㄷ→ㅏ",ㅠ → ㅁ,,,null/velar onset → rounded/protruded vowel → null/velar onset → rounded/protruded vowel | bilabial closure → open vowel → fricative → spread vowel → alveolar → open vowel,"null/velar onset,rounded/protruded vowel,bilabial closure,open vowel,fricative,spread vowel,alveolar","null/velar onset→rounded/protruded vowel,rounded/protruded vowel→null/velar onset,null/velar onset→rounded/protruded vowel,bilabial closure→open vowel,open vowel→fricative,fricative→spread vowel,spread vowel→alveolar,alveolar→open vowel",양순음에서 입술 폐쇄가 나타남; 원순 모음에서 입술 원순화/돌출이 나타남; ㅣ 계열에서 입술이 옆으로 벌어짐; 개방 모음에서 입이 크게 열림; 혀/후방 조음 중심 구간은 입술 단서가 비교적 제한적; 다양한 viseme 전환을 포함,"ㅇ:null/velar onset,ㅜ:rounded/protruded vowel,ㅇ:null/velar onset,ㅠ:rounded/protruded vowel | ㅁ:bilabial closure,ㅏ:open vowel,ㅅ:fricative,ㅣ:spread vowel,ㄷ:alveolar,ㅏ:open vowel","ㅇ:null/velar onset→ㅜ:rounded/protruded vowel,ㅜ:rounded/protruded vowel→ㅇ:null/velar onset,ㅇ:null/velar onset→ㅠ:rounded/protruded vowel,ㅁ:bilabial closure→ㅏ:open vowel,ㅏ:open vowel→ㅅ:fricative,ㅅ:fricative→ㅣ:spread vowel,ㅣ:spread vowel→ㄷ:alveolar,ㄷ:alveolar→ㅏ:open vowel",0.16,0.0,0.0,0.3888888888888890,0.059322033898305100,0.03347280334728030,0.04896057347670250,0.12523540489642200,0.05562842179983040,0.035842293906810000,0.038551632658820900,0.09861055503655260,0.043801906929000300
K065,phrase,밥 먹어요,4,1.6,1.23,0.35,밤 머거요,"ㅂ,ㅁ,ㄱ,ㅇ","ㅏ,ㅓ,ㅛ",ㅁ,ㅂ-ㅏ-ㅁ-|-ㅁ-ㅓ-ㄱ-ㅇ-ㅓ-ㅇ-ㅛ,"ㅂ,ㅏ,ㅁ,ㅓ,ㄱ,ㅇ,ㅛ","ㅂ→ㅏ,ㅏ→ㅁ,ㅁ→|,|→ㅁ,ㅁ→ㅓ,ㅓ→ㄱ,ㄱ→ㅇ,ㅇ→ㅓ,ㅓ→ㅇ,ㅇ→ㅛ",ㅁ → ㅁ,nasal_assimilation;resyllabification,2.0,bilabial closure → open vowel → bilabial nasal coda | bilabial closure → open-mid vowel → low-visibility velar → open-mid vowel → null/velar onset → rounded vowel,"bilabial closure,open vowel,bilabial nasal coda,open-mid vowel,low-visibility velar,null/velar onset,rounded vowel","bilabial closure→open vowel,open vowel→bilabial nasal coda,bilabial closure→open-mid vowel,open-mid vowel→low-visibility velar,low-visibility velar→open-mid vowel,open-mid vowel→null/velar onset,null/velar onset→rounded vowel",양순음에서 입술 폐쇄가 나타남; 원순 모음에서 입술 원순화/돌출이 나타남; 개방 모음에서 입이 크게 열림; 중간 개구의 모음 변화가 나타남; 혀/후방 조음 중심 구간은 입술 단서가 비교적 제한적; 다양한 viseme 전환을 포함,"ㅂ:bilabial closure,ㅏ:open vowel,ㅁ:bilabial nasal coda | ㅁ:bilabial closure,ㅓ:open-mid vowel,ㄱ:low-visibility velar,ㅓ:open-mid vowel,ㅇ:null/velar onset,ㅛ:rounded vowel","ㅂ:bilabial closure→ㅏ:open vowel,ㅏ:open vowel→ㅁ:bilabial nasal coda,ㅁ:bilabial closure→ㅓ:open-mid vowel,ㅓ:open-mid vowel→ㄱ:low-visibility velar,ㄱ:low-visibility velar→ㅓ:open-mid vowel,ㅓ:open-mid vowel→ㅇ:null/velar onset,ㅇ:null/velar onset→ㅛ:rounded vowel",0.14,0.09090909090909090,0.25,0.3888888888888890,0.059322033898305100,0.029288702928870300,0.12918784620397500,0.12523540489642200,0.08802403326105480,0.035842293906810000,0.10503076927152500,0.10181740235481500,0.07156425468378440
K066,phrase,물 주세요,4,1.2,1.1,0.17,물 주세요,"ㅁ,ㅈ,ㅅ,ㅇ","ㅜ,ㅔ,ㅛ",ㄹ,ㅁ-ㅜ-ㄹ-|-ㅈ-ㅜ-ㅅ-ㅔ-ㅇ-ㅛ,"ㅁ,ㅜ,ㄹ,ㅈ,ㅅ,ㅔ,ㅇ,ㅛ","ㅁ→ㅜ,ㅜ→ㄹ,ㄹ→|,|→ㅈ,ㅈ→ㅜ,ㅜ→ㅅ,ㅅ→ㅔ,ㅔ→ㅇ,ㅇ→ㅛ",ㄹ → ㅈ,,,bilabial closure → rounded/protruded vowel → low-visibility coda | affricate → rounded/protruded vowel → fricative → front/open-mid vowel → null/velar onset → rounded vowel,"bilabial closure,rounded/protruded vowel,low-visibility coda,affricate,fricative,front/open-mid vowel,null/velar onset,rounded vowel","bilabial closure→rounded/protruded vowel,rounded/protruded vowel→low-visibility coda,affricate→rounded/protruded vowel,rounded/protruded vowel→fricative,fricative→front/open-mid vowel,front/open-mid vowel→null/velar onset,null/velar onset→rounded vowel",양순음에서 입술 폐쇄가 나타남; 원순 모음에서 입술 원순화/돌출이 나타남; 중간 개구의 모음 변화가 나타남; 혀/후방 조음 중심 구간은 입술 단서가 비교적 제한적; 다양한 viseme 전환을 포함,"ㅁ:bilabial closure,ㅜ:rounded/protruded vowel,ㄹ:low-visibility coda | ㅈ:affricate,ㅜ:rounded/protruded vowel,ㅅ:fricative,ㅔ:front/open-mid vowel,ㅇ:null/velar onset,ㅛ:rounded vowel","ㅁ:bilabial closure→ㅜ:rounded/protruded vowel,ㅜ:rounded/protruded vowel→ㄹ:low-visibility coda,ㅈ:affricate→ㅜ:rounded/protruded vowel,ㅜ:rounded/protruded vowel→ㅅ:fricative,ㅅ:fricative→ㅔ:front/open-mid vowel,ㅔ:front/open-mid vowel→ㅇ:null/velar onset,ㅇ:null/velar onset→ㅛ:rounded vowel",0.16,0.09090909090909090,0.0,0.4444444444444440,0.059322033898305100,0.029288702928870300,0.070791788856305,0.13634651600753300,0.06763298023304010,0.03225806451612900,0.06435617168755000,0.1239513781886660,0.06148452748458190
K067,phrase,문 열어,4,1.3,1.07,0.25,문 녀러,"ㅁ,ㄴ, ㄹ","ㅜ,ㅕ,ㅓ",ㄴ,ㅁ-ㅜ-ㄴ-|-ㄴ-ㅕ-ㄹ-ㅓ,"ㅁ,ㅜ,ㄴ,ㅕ,ㄹ,ㅓ","ㅁ→ㅜ,ㅜ→ㄴ,ㄴ→|,|→ㄴ,ㄴ→ㅕ,ㅕ→ㄹ,ㄹ→ㅓ",ㄴ→ㄴ,n_insertion;resyllabification,2.0,bilabial closure → rounded/protruded vowel → low-visibility coda | alveolar → open-mid vowel → liquid → open-mid vowel,"bilabial closure,rounded/protruded vowel,low-visibility coda,alveolar,open-mid vowel,liquid","bilabial closure→rounded/protruded vowel,rounded/protruded vowel→low-visibility coda,alveolar→open-mid vowel,open-mid vowel→liquid,liquid→open-mid vowel",양순음에서 입술 폐쇄가 나타남; 원순 모음에서 입술 원순화/돌출이 나타남; 중간 개구의 모음 변화가 나타남; 혀/후방 조음 중심 구간은 입술 단서가 비교적 제한적; 다양한 viseme 전환을 포함,"ㅁ:bilabial closure,ㅜ:rounded/protruded vowel,ㄴ:low-visibility coda | ㄴ:alveolar,ㅕ:open-mid vowel,ㄹ:liquid,ㅓ:open-mid vowel","ㅁ:bilabial closure→ㅜ:rounded/protruded vowel,ㅜ:rounded/protruded vowel→ㄴ:low-visibility coda,ㄴ:alveolar→ㅕ:open-mid vowel,ㅕ:open-mid vowel→ㄹ:liquid,ㄹ:liquid→ㅓ:open-mid vowel",0.12,0.09090909090909090,0.25,0.3333333333333330,0.0423728813559322,0.02092050209205020,0.1214996741609650,0.10056497175141200,0.07439551841926940,0.025089605734767000,0.11355109734669600,0.09398595490786210,0.0695285218871677
K068,phrase,문 닫아,4,1.5,1.2,0.36,문 다다,"ㅁ,ㄷ","ㅜ,ㅏ",ㄴ,ㅁ-ㅜ-ㄴ-|-ㄷ-ㅏ-ㄷ-ㅏ,"ㅁ,ㅜ,ㄴ,ㄷ,ㅏ","ㅁ→ㅜ,ㅜ→ㄴ,ㄴ→|,|→ㄷ,ㄷ→ㅏ,ㅏ→ㄷ→ㅏ",ㄴ→ㄷ,resyllabification,1.0,bilabial closure → rounded/protruded vowel → low-visibility coda | alveolar → open vowel → alveolar → open vowel,"bilabial closure,rounded/protruded vowel,low-visibility coda,alveolar,open vowel","bilabial closure→rounded/protruded vowel,rounded/protruded vowel→low-visibility coda,alveolar→open vowel,open vowel→alveolar,alveolar→open vowel",양순음에서 입술 폐쇄가 나타남; 원순 모음에서 입술 원순화/돌출이 나타남; 개방 모음에서 입이 크게 열림; 혀/후방 조음 중심 구간은 입술 단서가 비교적 제한적; 다양한 viseme 전환을 포함,"ㅁ:bilabial closure,ㅜ:rounded/protruded vowel,ㄴ:low-visibility coda | ㄷ:alveolar,ㅏ:open vowel,ㄷ:alveolar,ㅏ:open vowel","ㅁ:bilabial closure→ㅜ:rounded/protruded vowel,ㅜ:rounded/protruded vowel→ㄴ:low-visibility coda,ㄷ:alveolar→ㅏ:open vowel,ㅏ:open vowel→ㄷ:alveolar,ㄷ:alveolar→ㅏ:open vowel",0.1,0.09090909090909090,0.125,0.2777777777777780,0.03389830508474580,0.016736401673640200,0.08435361681329420,0.08267419962335220,0.056797836782092800,0.021505376344086000,0.07029468067774520,0.06889516635279350,0.04733153065174400
K069,phrase,빨리 와,3,1.2,1.03,0.15,빨리 와,"ㅃ,ㄹ,ㅇ","ㅏ,ㅣ,ㅘ",ㄹ,ㅃ-ㅏ-ㄹ-ㄹ-ㅣ-|-ㅇ-ㅘ,"ㅃ,ㅏ,ㄹ,ㅣ, ㅇ,ㅘ","ㅃ→ㅏ,ㅏ→ㄹ,ㄹ→ㄹ,ㄹ→ㅣ,ㅣ→|,|→ㅇ,ㅇ→ㅘ",ㄹ→ㄹ,,,bilabial closure → open vowel → low-visibility coda → liquid → spread vowel | null/velar onset → rounded vowel,"bilabial closure,open vowel,low-visibility coda,liquid,spread vowel,null/velar onset,rounded vowel","bilabial closure→open vowel,open vowel→low-visibility coda,low-visibility coda→liquid,liquid→spread vowel,null/velar onset→rounded vowel",양순음에서 입술 폐쇄가 나타남; 원순 모음에서 입술 원순화/돌출이 나타남; ㅣ 계열에서 입술이 옆으로 벌어짐; 개방 모음에서 입이 크게 열림; 혀/후방 조음 중심 구간은 입술 단서가 비교적 제한적; 다양한 viseme 전환을 포함,"ㅃ:bilabial closure,ㅏ:open vowel,ㄹ:low-visibility coda,ㄹ:liquid,ㅣ:spread vowel | ㅇ:null/velar onset,ㅘ:rounded vowel","ㅃ:bilabial closure→ㅏ:open vowel,ㅏ:open vowel→ㄹ:low-visibility coda,ㄹ:low-visibility coda→ㄹ:liquid,ㄹ:liquid→ㅣ:spread vowel,ㅇ:null/velar onset→ㅘ:rounded vowel",0.12,0.09090909090909090,0.0,0.3888888888888890,0.0423728813559322,0.02092050209205020,0.05899967416096450,0.11167608286252400,0.05469359979908760,0.025089605734767000,0.05728123704948010,0.10842338141992600,0.05310058232921130
K070,phrase,같이 가요,4,1.2,1.0,0.2,가치 가요,"ㄱ,ㅊ","ㅏ,ㅣ,ㅛ",,ㄱ-ㅏ-ㅊ-ㅣ-|-ㄱ-ㅏ-ㅇ-ㅛ,"ㄱ,ㅏ,ㅊㅣ,|,ㅛ, ㅇ","ㄱ→ㅏ, ㅏ→ㅊ, ㅊ→ㅣ, ㄱ→ㅏ, ㅏ→ㅇ, ㅇ→ㅛ",ㅣ→ㄱ,palatalization,1.0,low-visibility velar → open vowel → affricate → spread vowel | low-visibility velar → open vowel → null/velar onset → rounded vowel,"low-visibility velar,open vowel,affricate,spread vowel,null/velar onset,rounded vowel","low-visibility velar→open vowel,open vowel→affricate,affricate→spread vowel,low-visibility velar→open vowel,open vowel→null/velar onset,null/velar onset→rounded vowel",원순 모음에서 입술 원순화/돌출이 나타남; ㅣ 계열에서 입술이 옆으로 벌어짐; 개방 모음에서 입이 크게 열림; 혀/후방 조음 중심 구간은 입술 단서가 비교적 제한적; 다양한 viseme 전환을 포함,"ㄱ:low-visibility velar,ㅏ:open vowel,ㅊ:affricate,ㅣ:spread vowel | ㄱ:low-visibility velar,ㅏ:open vowel,ㅇ:null/velar onset,ㅛ:rounded vowel","ㄱ:low-visibility velar→ㅏ:open vowel,ㅏ:open vowel→ㅊ:affricate,ㅊ:affricate→ㅣ:spread vowel,ㄱ:low-visibility velar→ㅏ:open vowel,ㅏ:open vowel→ㅇ:null/velar onset,ㅇ:null/velar onset→ㅛ:rounded vowel",0.12,0.0,0.125,0.3333333333333330,0.0423728813559322,0.02092050209205020,0.06573028673835130,0.10056497175141200,0.056067677718531300,0.017921146953405000,0.06573028673835130,0.10056497175141200,0.056067677718531300
