id,type,text,dialect,syllable_count,stress_pattern,stress_features,estimated_duration,actual_duration_mean,standard_deviation,duration_measurement_status,duration_model,pronunciation_phonemic_ipa,surface_pronunciation_ipa,phoneme_sequence,phoneme_set,consonants,nuclei,word_final_codas,cross_word_transition,phoneme_transitions,consonant_clusters,phonological_processes,reduced_vowels_and_weak_forms,pronunciation_review_status,review_notes,viseme_sequence,viseme_set,viseme_transitions,phoneme_viseme_pairs,av_transitions,score_weighting_status,standalone_phoneme_coverage,standalone_coda_coverage,standalone_stress_feature_coverage,standalone_reduction_coverage,standalone_cluster_coverage,standalone_process_coverage,standalone_phoneme_transition_coverage,standalone_viseme_coverage,standalone_viseme_transition_coverage,standalone_av_transition_coverage,standalone_audio_score,standalone_vision_score,standalone_joint_av_score,standalone_audio_score_per_sec,standalone_vision_score_per_sec,standalone_joint_av_score_per_sec
E070,word,about,General American English,2,01,has_primary_stress;has_unstressed_syllable;noninitial_primary_stress;stress_alternation,0.76,0.76,0.07,MODELED_PROXY_NOT_RECORDED,0.20 + 0.28*syllables + 0.04*cluster_types + 0.06*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*cluster_types,/əbaʊt/,[əbaʊt],ə-b-aʊ-t,"aʊ,b,t,ə","b,t","ə,aʊ",t,,"ə→b,b→aʊ,aʊ→t",,vowel_reduction,ə,PENDING_EXPERT_REVIEW,General American target; native-speaker/phonetic validation required before benchmark release.,neutral_vowel → bilabial_closure → open_to_rounded → coronal,"neutral_vowel,bilabial_closure,open_to_rounded,coronal","neutral_vowel→bilabial_closure,bilabial_closure→open_to_rounded,open_to_rounded→coronal","ə:neutral_vowel,b:bilabial_closure,aʊ:open_to_rounded,t:coronal","ə:neutral_vowel→b:bilabial_closure,b:bilabial_closure→aʊ:open_to_rounded,aʊ:open_to_rounded→t:coronal",EQUAL_WEIGHT_HEURISTIC,0.093023256,0.0625,0.666666667,0.1,0,0.111111111,0.012605042,0.2,0.027522936,0.012605042,0.149415154,0.113761468,0.128603405,0.196598886,0.149686142,0.169215007
E071,word,today,General American English,2,01,has_primary_stress;has_unstressed_syllable;noninitial_primary_stress;stress_alternation,0.76,0.76,0.07,MODELED_PROXY_NOT_RECORDED,0.20 + 0.28*syllables + 0.04*cluster_types + 0.06*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*cluster_types,/tədeɪ/,[tədeɪ],t-ə-d-eɪ,"d,eɪ,t,ə","t,d","ə,eɪ",,,"t→ə,ə→d,d→eɪ",,vowel_reduction,ə,PENDING_EXPERT_REVIEW,General American target; native-speaker/phonetic validation required before benchmark release.,coronal → neutral_vowel → coronal → spread_vowel,"coronal,neutral_vowel,spread_vowel","coronal→neutral_vowel,neutral_vowel→coronal,coronal→spread_vowel","t:coronal,ə:neutral_vowel,d:coronal,eɪ:spread_vowel","t:coronal→ə:neutral_vowel,ə:neutral_vowel→d:coronal,d:coronal→eɪ:spread_vowel",EQUAL_WEIGHT_HEURISTIC,0.093023256,0,0.666666667,0.1,0,0.111111111,0.012605042,0.15,0.027522936,0.012605042,0.140486582,0.088761468,0.117353405,0.184850766,0.116791405,0.154412375
E072,word,again,General American English,2,01,has_primary_stress;has_unstressed_syllable;noninitial_primary_stress;stress_alternation,0.76,0.76,0.07,MODELED_PROXY_NOT_RECORDED,0.20 + 0.28*syllables + 0.04*cluster_types + 0.06*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*cluster_types,/əɡɛn/,[əɡɛn],ə-ɡ-ɛ-n,"n,ə,ɛ,ɡ","ɡ,n","ə,ɛ",n,,"ə→ɡ,ɡ→ɛ,ɛ→n",,vowel_reduction,ə,PENDING_EXPERT_REVIEW,General American target; native-speaker/phonetic validation required before benchmark release.,neutral_vowel → low_visibility_velar → front_open_vowel → coronal,"neutral_vowel,low_visibility_velar,front_open_vowel,coronal","neutral_vowel→low_visibility_velar,low_visibility_velar→front_open_vowel,front_open_vowel→coronal","ə:neutral_vowel,ɡ:low_visibility_velar,ɛ:front_open_vowel,n:coronal","ə:neutral_vowel→ɡ:low_visibility_velar,ɡ:low_visibility_velar→ɛ:front_open_vowel,ɛ:front_open_vowel→n:coronal",EQUAL_WEIGHT_HEURISTIC,0.093023256,0.0625,0.666666667,0.1,0,0.111111111,0.012605042,0.2,0.027522936,0.012605042,0.149415154,0.113761468,0.128603405,0.196598886,0.149686142,0.169215007
E073,word,machine,General American English,2,01,has_primary_stress;has_unstressed_syllable;noninitial_primary_stress;stress_alternation,0.76,0.76,0.07,MODELED_PROXY_NOT_RECORDED,0.20 + 0.28*syllables + 0.04*cluster_types + 0.06*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*cluster_types,/məʃiːn/,[məʃiːn],m-ə-ʃ-iː-n,"iː,m,n,ə,ʃ","m,ʃ,n","ə,iː",n,,"m→ə,ə→ʃ,ʃ→iː,iː→n",,vowel_reduction,ə,PENDING_EXPERT_REVIEW,General American target; native-speaker/phonetic validation required before benchmark release.,bilabial_closure → neutral_vowel → postalveolar → spread_vowel → coronal,"bilabial_closure,neutral_vowel,postalveolar,spread_vowel,coronal","bilabial_closure→neutral_vowel,neutral_vowel→postalveolar,postalveolar→spread_vowel,spread_vowel→coronal","m:bilabial_closure,ə:neutral_vowel,ʃ:postalveolar,iː:spread_vowel,n:coronal","m:bilabial_closure→ə:neutral_vowel,ə:neutral_vowel→ʃ:postalveolar,ʃ:postalveolar→iː:spread_vowel,iː:spread_vowel→n:coronal",EQUAL_WEIGHT_HEURISTIC,0.11627907,0.0625,0.666666667,0.1,0,0.111111111,0.016806723,0.25,0.036697248,0.016806723,0.153337653,0.143348624,0.137686754,0.20176007,0.18861661,0.181166782
E074,word,photograph,General American English,3,100,has_primary_stress;has_unstressed_syllable;initial_primary_stress;stress_alternation,1.08,1.08,0.08,MODELED_PROXY_NOT_RECORDED,0.20 + 0.28*syllables + 0.04*cluster_types + 0.06*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*cluster_types,/foʊtəɡɹæf/,[foʊɾəɡɹæf],f-oʊ-t-ə-ɡ-ɹ-æ-f,"f,oʊ,t,æ,ə,ɡ,ɹ","f,t,ɡ,ɹ","oʊ,ə,æ",f,,"f→oʊ,oʊ→t,t→ə,ə→ɡ,ɡ→ɹ,ɹ→æ,æ→f",ɡɹ,flapping;vowel_reduction,ə,PENDING_EXPERT_REVIEW,General American target; native-speaker/phonetic validation required before benchmark release.,labiodental → rounded_vowel → coronal → neutral_vowel → low_visibility_velar → rhotic → open_vowel → labiodental,"labiodental,rounded_vowel,coronal,neutral_vowel,low_visibility_velar,rhotic,open_vowel","labiodental→rounded_vowel,rounded_vowel→coronal,coronal→neutral_vowel,neutral_vowel→low_visibility_velar,low_visibility_velar→rhotic,rhotic→open_vowel,open_vowel→labiodental","f:labiodental,oʊ:rounded_vowel,t:coronal,ə:neutral_vowel,ɡ:low_visibility_velar,ɹ:rhotic,æ:open_vowel,f:labiodental","f:labiodental→oʊ:rounded_vowel,oʊ:rounded_vowel→t:coronal,t:coronal→ə:neutral_vowel,ə:neutral_vowel→ɡ:low_visibility_velar,ɡ:low_visibility_velar→ɹ:rhotic,ɹ:rhotic→æ:open_vowel,æ:open_vowel→f:labiodental",EQUAL_WEIGHT_HEURISTIC,0.162790698,0.0625,0.666666667,0.1,0.033333333,0.222222222,0.029411765,0.35,0.064220183,0.029411765,0.182417812,0.207110092,0.172055663,0.168905382,0.191768603,0.159310799
E075,word,photography,General American English,4,0100,has_primary_stress;has_unstressed_syllable;noninitial_primary_stress;stress_alternation,1.36,1.36,0.09,MODELED_PROXY_NOT_RECORDED,0.20 + 0.28*syllables + 0.04*cluster_types + 0.06*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*cluster_types,/fətɔɡɹəfi/,[fətɔɡɹəfi],f-ə-t-ɔ-ɡ-ɹ-ə-f-i,"f,i,t,ɔ,ə,ɡ,ɹ","f,t,ɡ,ɹ","ə,ɔ,i",,,"f→ə,ə→t,t→ɔ,ɔ→ɡ,ɡ→ɹ,ɹ→ə,ə→f,f→i",ɡɹ,vowel_reduction,ə,PENDING_EXPERT_REVIEW,General American target; native-speaker/phonetic validation required before benchmark release.,labiodental → neutral_vowel → coronal → rounded_open_vowel → low_visibility_velar → rhotic → neutral_vowel → labiodental → spread_vowel,"labiodental,neutral_vowel,coronal,rounded_open_vowel,low_visibility_velar,rhotic,spread_vowel","labiodental→neutral_vowel,neutral_vowel→coronal,coronal→rounded_open_vowel,rounded_open_vowel→low_visibility_velar,low_visibility_velar→rhotic,rhotic→neutral_vowel,neutral_vowel→labiodental,labiodental→spread_vowel","f:labiodental,ə:neutral_vowel,t:coronal,ɔ:rounded_open_vowel,ɡ:low_visibility_velar,ɹ:rhotic,ə:neutral_vowel,f:labiodental,i:spread_vowel","f:labiodental→ə:neutral_vowel,ə:neutral_vowel→t:coronal,t:coronal→ɔ:rounded_open_vowel,ɔ:rounded_open_vowel→ɡ:low_visibility_velar,ɡ:low_visibility_velar→ɹ:rhotic,ɹ:rhotic→ə:neutral_vowel,ə:neutral_vowel→f:labiodental,f:labiodental→i:spread_vowel",EQUAL_WEIGHT_HEURISTIC,0.162790698,0,0.666666667,0.1,0.033333333,0.111111111,0.033613445,0.35,0.073394495,0.033613445,0.158216465,0.211697248,0.156452319,0.116335636,0.155659741,0.11503847
E076,word,electricity,General American English,5,01000,has_primary_stress;has_unstressed_syllable;noninitial_primary_stress;stress_alternation,1.64,1.64,0.09,MODELED_PROXY_NOT_RECORDED,0.20 + 0.28*syllables + 0.04*cluster_types + 0.06*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*cluster_types,/ɪlɛktɹɪsəti/,[ɪlɛktɹɪsəɾi],ɪ-l-ɛ-k-t-ɹ-ɪ-s-ə-t-i,"i,k,l,s,t,ə,ɛ,ɪ,ɹ","l,k,t,ɹ,s","ɪ,ɛ,ə,i",,,"ɪ→l,l→ɛ,ɛ→k,k→t,t→ɹ,ɹ→ɪ,ɪ→s,s→ə,ə→t,t→i",ktɹ,flapping;vowel_reduction,ə,PENDING_EXPERT_REVIEW,General American target; native-speaker/phonetic validation required before benchmark release.,spread_vowel → coronal → front_open_vowel → low_visibility_velar → coronal → rhotic → spread_vowel → coronal → neutral_vowel → coronal → spread_vowel,"spread_vowel,coronal,front_open_vowel,low_visibility_velar,rhotic,neutral_vowel","spread_vowel→coronal,coronal→front_open_vowel,front_open_vowel→low_visibility_velar,low_visibility_velar→coronal,coronal→rhotic,rhotic→spread_vowel,spread_vowel→coronal,coronal→neutral_vowel,neutral_vowel→coronal,coronal→spread_vowel","ɪ:spread_vowel,l:coronal,ɛ:front_open_vowel,k:low_visibility_velar,t:coronal,ɹ:rhotic,ɪ:spread_vowel,s:coronal,ə:neutral_vowel,t:coronal,i:spread_vowel","ɪ:spread_vowel→l:coronal,l:coronal→ɛ:front_open_vowel,ɛ:front_open_vowel→k:low_visibility_velar,k:low_visibility_velar→t:coronal,t:coronal→ɹ:rhotic,ɹ:rhotic→ɪ:spread_vowel,ɪ:spread_vowel→s:coronal,s:coronal→ə:neutral_vowel,ə:neutral_vowel→t:coronal,t:coronal→i:spread_vowel",EQUAL_WEIGHT_HEURISTIC,0.209302326,0,0.666666667,0.1,0.033333333,0.222222222,0.042016807,0.3,0.082568807,0.042016807,0.181934479,0.191284404,0.169812697,0.110935658,0.116636832,0.103544327
E077,phrase,pick it up,General American English,3,111,has_primary_stress;initial_primary_stress;multiple_lexical_stresses,1.1,1.1,0.08,MODELED_PROXY_NOT_RECORDED,0.20 + 0.28*syllables + 0.04*cluster_types + 0.06*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*cluster_types,/pɪk ɪt ʌp/,[pɪk ɪt ʌp],p-ɪ-k | ɪ-t | ʌ-p,"k,p,t,ɪ,ʌ","p,k,t","ɪ,ʌ","k,t,p","k→ɪ,t→ʌ","p→ɪ,ɪ→k,ɪ→t,ʌ→p",,linking,,PENDING_EXPERT_REVIEW,General American target; native-speaker/phonetic validation required before benchmark release.,bilabial_closure → spread_vowel → low_visibility_velar → spread_vowel → coronal → central_open_vowel → bilabial_closure,"bilabial_closure,spread_vowel,low_visibility_velar,coronal,central_open_vowel","bilabial_closure→spread_vowel,spread_vowel→low_visibility_velar,low_visibility_velar→spread_vowel,spread_vowel→coronal,coronal→central_open_vowel,central_open_vowel→bilabial_closure","p:bilabial_closure,ɪ:spread_vowel,k:low_visibility_velar,ɪ:spread_vowel,t:coronal,ʌ:central_open_vowel,p:bilabial_closure","p:bilabial_closure→ɪ:spread_vowel,ɪ:spread_vowel→k:low_visibility_velar,k:low_visibility_velar→ɪ:spread_vowel,ɪ:spread_vowel→t:coronal,t:coronal→ʌ:central_open_vowel,ʌ:central_open_vowel→p:bilabial_closure",EQUAL_WEIGHT_HEURISTIC,0.11627907,0.1875,0.5,0,0,0.111111111,0.025210084,0.25,0.055045872,0.025210084,0.134300038,0.152522936,0.127035622,0.122090943,0.138657214,0.115486929
E078,phrase,turn it on,General American English,3,111,has_primary_stress;initial_primary_stress;multiple_lexical_stresses,1.1,1.1,0.08,MODELED_PROXY_NOT_RECORDED,0.20 + 0.28*syllables + 0.04*cluster_types + 0.06*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*cluster_types,/tɝn ɪt ɑn/,[tɝn ɪɾ ɑn],t-ɝ-n | ɪ-t | ɑ-n,"n,t,ɑ,ɝ,ɪ","t,n","ɝ,ɪ,ɑ","n,t","n→ɪ,t→ɑ","t→ɝ,ɝ→n,ɪ→t,ɑ→n",,linking;flapping;r_coloring,ɝ,PENDING_EXPERT_REVIEW,General American target; native-speaker/phonetic validation required before benchmark release.,coronal → rhotic_vowel → coronal → spread_vowel → coronal → open_vowel → coronal,"coronal,rhotic_vowel,spread_vowel,open_vowel","coronal→rhotic_vowel,rhotic_vowel→coronal,coronal→spread_vowel,spread_vowel→coronal,coronal→open_vowel,open_vowel→coronal","t:coronal,ɝ:rhotic_vowel,n:coronal,ɪ:spread_vowel,t:coronal,ɑ:open_vowel,n:coronal","t:coronal→ɝ:rhotic_vowel,ɝ:rhotic_vowel→n:coronal,n:coronal→ɪ:spread_vowel,ɪ:spread_vowel→t:coronal,t:coronal→ɑ:open_vowel,ɑ:open_vowel→n:coronal",EQUAL_WEIGHT_HEURISTIC,0.11627907,0.125,0.5,0.1,0,0.333333333,0.025210084,0.2,0.055045872,0.025210084,0.171403212,0.127522936,0.148007844,0.155821102,0.115929942,0.134552586
E079,phrase,take a seat,General American English,3,101,has_primary_stress;has_unstressed_syllable;initial_primary_stress;multiple_lexical_stresses;stress_alternation,1.1,1.1,0.08,MODELED_PROXY_NOT_RECORDED,0.20 + 0.28*syllables + 0.04*cluster_types + 0.06*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*cluster_types,/teɪk ə siːt/,[teɪk ə siːt],t-eɪ-k | ə | s-iː-t,"eɪ,iː,k,s,t,ə","t,k,s","eɪ,ə,iː","k,t","k→ə,ə→s","t→eɪ,eɪ→k,s→iː,iː→t",,linking;weak_form_reduction,weak_a;ə,PENDING_EXPERT_REVIEW,General American target; native-speaker/phonetic validation required before benchmark release.,coronal → spread_vowel → low_visibility_velar → neutral_vowel → coronal → spread_vowel → coronal,"coronal,spread_vowel,low_visibility_velar,neutral_vowel","coronal→spread_vowel,spread_vowel→low_visibility_velar,low_visibility_velar→neutral_vowel,neutral_vowel→coronal,coronal→spread_vowel,spread_vowel→coronal","t:coronal,eɪ:spread_vowel,k:low_visibility_velar,ə:neutral_vowel,s:coronal,iː:spread_vowel,t:coronal","t:coronal→eɪ:spread_vowel,eɪ:spread_vowel→k:low_visibility_velar,k:low_visibility_velar→ə:neutral_vowel,ə:neutral_vowel→s:coronal,s:coronal→iː:spread_vowel,iː:spread_vowel→t:coronal",EQUAL_WEIGHT_HEURISTIC,0.139534884,0.125,0.833333333,0.2,0,0.222222222,0.025210084,0.2,0.04587156,0.025210084,0.220757218,0.12293578,0.181638217,0.20068838,0.1117598,0.165125652
E080,phrase,read it aloud,General American English,4,1101,has_primary_stress;has_unstressed_syllable;initial_primary_stress;multiple_lexical_stresses;stress_alternation,1.38,1.66,0.09,MODELED_PROXY_NOT_RECORDED,0.20 + 0.28*syllables + 0.04*cluster_types + 0.06*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*cluster_types,/ɹiːd ɪt əlaʊd/,[ɹiːd ɪɾ əlaʊd],ɹ-iː-d | ɪ-t | ə-l-aʊ-d,"aʊ,d,iː,l,t,ə,ɪ,ɹ","ɹ,d,t,l","iː,ɪ,ə,aʊ","d,t","d→ɪ,t→ə","ɹ→iː,iː→d,ɪ→t,ə→l,l→aʊ,aʊ→d",,linking;flapping;vowel_reduction,ə,PENDING_EXPERT_REVIEW,General American target; native-speaker/phonetic validation required before benchmark release.,rhotic → spread_vowel → coronal → spread_vowel → coronal → neutral_vowel → coronal → open_to_rounded → coronal,"rhotic,spread_vowel,coronal,neutral_vowel,open_to_rounded","rhotic→spread_vowel,spread_vowel→coronal,coronal→spread_vowel,spread_vowel→coronal,coronal→neutral_vowel,neutral_vowel→coronal,coronal→open_to_rounded,open_to_rounded→coronal","ɹ:rhotic,iː:spread_vowel,d:coronal,ɪ:spread_vowel,t:coronal,ə:neutral_vowel,l:coronal,aʊ:open_to_rounded,d:coronal","ɹ:rhotic→iː:spread_vowel,iː:spread_vowel→d:coronal,d:coronal→ɪ:spread_vowel,ɪ:spread_vowel→t:coronal,t:coronal→ə:neutral_vowel,ə:neutral_vowel→l:coronal,l:coronal→aʊ:open_to_rounded,aʊ:open_to_rounded→d:coronal",EQUAL_WEIGHT_HEURISTIC,0.186046512,0.125,0.833333333,0.1,0,0.333333333,0.033613445,0.25,0.064220183,0.033613445,0.230189518,0.157110092,0.195916025,0.166803998,0.113847893,0.141968134
E081,phrase,put it away,General American English,4,1101,has_primary_stress;has_unstressed_syllable;initial_primary_stress;multiple_lexical_stresses;stress_alternation,1.38,1.66,0.09,MODELED_PROXY_NOT_RECORDED,0.20 + 0.28*syllables + 0.04*cluster_types + 0.06*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*cluster_types,/pʊt ɪt əweɪ/,[pʊɾ ɪɾ əweɪ],p-ʊ-t | ɪ-t | ə-w-eɪ,"eɪ,p,t,w,ə,ɪ,ʊ","p,t,w","ʊ,ɪ,ə,eɪ",t,"t→ɪ,t→ə","p→ʊ,ʊ→t,ɪ→t,ə→w,w→eɪ",,linking;flapping;vowel_reduction,ə,PENDING_EXPERT_REVIEW,General American target; native-speaker/phonetic validation required before benchmark release.,bilabial_closure → rounded_vowel → coronal → spread_vowel → coronal → neutral_vowel → rounded_glide → spread_vowel,"bilabial_closure,rounded_vowel,coronal,spread_vowel,neutral_vowel,rounded_glide","bilabial_closure→rounded_vowel,rounded_vowel→coronal,coronal→spread_vowel,spread_vowel→coronal,coronal→neutral_vowel,neutral_vowel→rounded_glide,rounded_glide→spread_vowel","p:bilabial_closure,ʊ:rounded_vowel,t:coronal,ɪ:spread_vowel,t:coronal,ə:neutral_vowel,w:rounded_glide,eɪ:spread_vowel","p:bilabial_closure→ʊ:rounded_vowel,ʊ:rounded_vowel→t:coronal,t:coronal→ɪ:spread_vowel,ɪ:spread_vowel→t:coronal,t:coronal→ə:neutral_vowel,ə:neutral_vowel→w:rounded_glide,w:rounded_glide→eɪ:spread_vowel",EQUAL_WEIGHT_HEURISTIC,0.162790698,0.0625,0.833333333,0.1,0,0.333333333,0.029411765,0.3,0.064220183,0.029411765,0.217338447,0.182110092,0.191500108,0.157491628,0.131963835,0.138768194
E082,phrase,get a ticket,General American English,4,1010,has_primary_stress;has_unstressed_syllable;initial_primary_stress;multiple_lexical_stresses;stress_alternation,1.38,1.66,0.09,MODELED_PROXY_NOT_RECORDED,0.20 + 0.28*syllables + 0.04*cluster_types + 0.06*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*cluster_types,/ɡɛt ə tɪkɪt/,[ɡɛɾ ə tɪkɪt],ɡ-ɛ-t | ə | t-ɪ-k-ɪ-t,"k,t,ə,ɛ,ɡ,ɪ","ɡ,t,k","ɛ,ə,ɪ",t,"t→ə,ə→t","ɡ→ɛ,ɛ→t,t→ɪ,ɪ→k,k→ɪ,ɪ→t",,flapping;weak_form_reduction,weak_a;ə,PENDING_EXPERT_REVIEW,General American target; native-speaker/phonetic validation required before benchmark release.,low_visibility_velar → front_open_vowel → coronal → neutral_vowel → coronal → spread_vowel → low_visibility_velar → spread_vowel → coronal,"low_visibility_velar,front_open_vowel,coronal,neutral_vowel,spread_vowel","low_visibility_velar→front_open_vowel,front_open_vowel→coronal,coronal→neutral_vowel,neutral_vowel→coronal,coronal→spread_vowel,spread_vowel→low_visibility_velar,low_visibility_velar→spread_vowel,spread_vowel→coronal","ɡ:low_visibility_velar,ɛ:front_open_vowel,t:coronal,ə:neutral_vowel,t:coronal,ɪ:spread_vowel,k:low_visibility_velar,ɪ:spread_vowel,t:coronal","ɡ:low_visibility_velar→ɛ:front_open_vowel,ɛ:front_open_vowel→t:coronal,t:coronal→ə:neutral_vowel,ə:neutral_vowel→t:coronal,t:coronal→ɪ:spread_vowel,ɪ:spread_vowel→k:low_visibility_velar,k:low_visibility_velar→ɪ:spread_vowel,ɪ:spread_vowel→t:coronal",EQUAL_WEIGHT_HEURISTIC,0.139534884,0.0625,0.833333333,0.2,0,0.222222222,0.033613445,0.25,0.073394495,0.033613445,0.213029126,0.161697248,0.184821183,0.154368932,0.117171919,0.133928393
E083,phrase,a cup of tea,General American English,4,0101,has_primary_stress;has_unstressed_syllable;noninitial_primary_stress;multiple_lexical_stresses;stress_alternation,1.38,1.66,0.09,MODELED_PROXY_NOT_RECORDED,0.20 + 0.28*syllables + 0.04*cluster_types + 0.06*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*cluster_types,/ə kʌp əv tiː/,[ə kʌp əv tiː],ə | k-ʌ-p | ə-v | t-iː,"iː,k,p,t,v,ə,ʌ","k,p,v,t","ə,ʌ,iː","p,v","ə→k,p→ə,v→t","k→ʌ,ʌ→p,ə→v,t→iː",,weak_form_reduction;linking,weak_a;weak_of;ə,PENDING_EXPERT_REVIEW,General American target; native-speaker/phonetic validation required before benchmark release.,neutral_vowel → low_visibility_velar → central_open_vowel → bilabial_closure → neutral_vowel → labiodental → coronal → spread_vowel,"neutral_vowel,low_visibility_velar,central_open_vowel,bilabial_closure,labiodental,coronal,spread_vowel","neutral_vowel→low_visibility_velar,low_visibility_velar→central_open_vowel,central_open_vowel→bilabial_closure,bilabial_closure→neutral_vowel,neutral_vowel→labiodental,labiodental→coronal,coronal→spread_vowel","ə:neutral_vowel,k:low_visibility_velar,ʌ:central_open_vowel,p:bilabial_closure,ə:neutral_vowel,v:labiodental,t:coronal,iː:spread_vowel","ə:neutral_vowel→k:low_visibility_velar,k:low_visibility_velar→ʌ:central_open_vowel,ʌ:central_open_vowel→p:bilabial_closure,p:bilabial_closure→ə:neutral_vowel,ə:neutral_vowel→v:labiodental,v:labiodental→t:coronal,t:coronal→iː:spread_vowel",EQUAL_WEIGHT_HEURISTIC,0.162790698,0.125,0.833333333,0.3,0,0.222222222,0.029411765,0.35,0.064220183,0.029411765,0.238965431,0.207110092,0.211638997,0.173163356,0.150079777,0.153361592
E084,phrase,a glass of water,General American English,5,01010,has_primary_stress;has_unstressed_syllable;noninitial_primary_stress;multiple_lexical_stresses;stress_alternation,1.7,1.98,0.1,MODELED_PROXY_NOT_RECORDED,0.20 + 0.28*syllables + 0.04*cluster_types + 0.06*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*cluster_types,/ə ɡlæs əv wɔtɚ/,[ə ɡlæs əv wɔɾɚ],ə | ɡ-l-æ-s | ə-v | w-ɔ-t-ɚ,"l,s,t,v,w,æ,ɔ,ə,ɚ,ɡ","ɡ,l,s,v,w,t","ə,æ,ɔ,ɚ","s,v","ə→ɡ,s→ə,v→w","ɡ→l,l→æ,æ→s,ə→v,w→ɔ,ɔ→t,t→ɚ",ɡl,weak_form_reduction;flapping;r_coloring,weak_a;weak_of;ə;ɚ,PENDING_EXPERT_REVIEW,General American target; native-speaker/phonetic validation required before benchmark release.,neutral_vowel → low_visibility_velar → coronal → open_vowel → coronal → neutral_vowel → labiodental → rounded_glide → rounded_open_vowel → coronal → rhotic_vowel,"neutral_vowel,low_visibility_velar,coronal,open_vowel,labiodental,rounded_glide,rounded_open_vowel,rhotic_vowel","neutral_vowel→low_visibility_velar,low_visibility_velar→coronal,coronal→open_vowel,open_vowel→coronal,coronal→neutral_vowel,neutral_vowel→labiodental,labiodental→rounded_glide,rounded_glide→rounded_open_vowel,rounded_open_vowel→coronal,coronal→rhotic_vowel","ə:neutral_vowel,ɡ:low_visibility_velar,l:coronal,æ:open_vowel,s:coronal,ə:neutral_vowel,v:labiodental,w:rounded_glide,ɔ:rounded_open_vowel,t:coronal,ɚ:rhotic_vowel","ə:neutral_vowel→ɡ:low_visibility_velar,ɡ:low_visibility_velar→l:coronal,l:coronal→æ:open_vowel,æ:open_vowel→s:coronal,s:coronal→ə:neutral_vowel,ə:neutral_vowel→v:labiodental,v:labiodental→w:rounded_glide,w:rounded_glide→ɔ:rounded_open_vowel,ɔ:rounded_open_vowel→t:coronal,t:coronal→ɚ:rhotic_vowel",EQUAL_WEIGHT_HEURISTIC,0.23255814,0.125,0.833333333,0.4,0.033333333,0.333333333,0.042016807,0.4,0.091743119,0.042016807,0.285653564,0.24587156,0.253333487,0.168031508,0.144630329,0.149019698
E085,phrase,an apple a day,General American English,5,01001,has_primary_stress;has_unstressed_syllable;noninitial_primary_stress;multiple_lexical_stresses;stress_alternation,1.66,1.94,0.09,MODELED_PROXY_NOT_RECORDED,0.20 + 0.28*syllables + 0.04*cluster_types + 0.06*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*cluster_types,/ən æpəl ə deɪ/,[ən æpəl ə deɪ],ə-n | æ-p-ə-l | ə | d-eɪ,"d,eɪ,l,n,p,æ,ə","n,p,l,d","ə,æ,eɪ","n,l","n→æ,l→ə,ə→d","ə→n,æ→p,p→ə,ə→l,d→eɪ",,linking;weak_form_reduction;dark_l,weak_a;ə,PENDING_EXPERT_REVIEW,General American target; native-speaker/phonetic validation required before benchmark release.,neutral_vowel → coronal → open_vowel → bilabial_closure → neutral_vowel → coronal → neutral_vowel → coronal → spread_vowel,"neutral_vowel,coronal,open_vowel,bilabial_closure,spread_vowel","neutral_vowel→coronal,coronal→open_vowel,open_vowel→bilabial_closure,bilabial_closure→neutral_vowel,neutral_vowel→coronal,coronal→neutral_vowel,neutral_vowel→coronal,coronal→spread_vowel","ə:neutral_vowel,n:coronal,æ:open_vowel,p:bilabial_closure,ə:neutral_vowel,l:coronal,ə:neutral_vowel,d:coronal,eɪ:spread_vowel","ə:neutral_vowel→n:coronal,n:coronal→æ:open_vowel,æ:open_vowel→p:bilabial_closure,p:bilabial_closure→ə:neutral_vowel,ə:neutral_vowel→l:coronal,l:coronal→ə:neutral_vowel,ə:neutral_vowel→d:coronal,d:coronal→eɪ:spread_vowel",EQUAL_WEIGHT_HEURISTIC,0.162790698,0.125,0.833333333,0.2,0,0.333333333,0.033613445,0.25,0.055045872,0.033613445,0.241152973,0.152522936,0.202673013,0.145272875,0.091881287,0.122092176
