id,type,text,reading_kana,mora_count,estimated_duration,actual_duration_mean,standard_deviation,pronunciation,mora_sequence,consonants,vowels,special_morae,phoneme_sequence,long_vowel_morae,long_vowel_count,phoneme_set,phoneme_transitions,cross_word_transition,phonological_processes,phonological_process_count,prosodic_features,pitch_accent_pattern,pitch_accent_variants,pitch_accent_unit,pitch_accent_source,pitch_accent_confidence,reading_review_status,long_vowel_review_status,pitch_accent_review_status,review_notes,viseme_sequence,viseme_set,viseme_transitions,visual_features,phoneme_viseme_pairs,av_transitions,phoneme_coverage_gain,special_mora_coverage_gain,prosodic_coverage_gain,phoneme_transition_gain,viseme_coverage_gain,viseme_transition_gain,av_transition_gain,audio_score,vision_score,joint_av_score,audio_score_per_sec,vision_score_per_sec,joint_av_score_per_sec,duration_measurement_status,duration_model
J069,word,病院,びょういん,4,0.92,0.96,0.08,びょういん,びょ-う-い-ん,by,"i,o,u","N,R",by-o-u-i-N,o:1-2,1,"N,by,i,o,u","by→o,o→u,u→i,i→N",,"moraic_nasal,vowel_length,palatalization",3,mora_timed;pitch_accent_relevant,0,,lexical_nucleus,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,HIGH,RULE_REVIEWED,RULE_REVIEWED,DICTIONARY_VERIFIED,,palatalized_labial → rounded → rounded → spread_vowel → special_mora,"palatalized_labial,rounded,special_mora,spread_vowel","palatalized_labial→rounded,rounded→rounded,rounded→spread_vowel,spread_vowel→special_mora",palatalized_labial; rounded; special_mora; spread_vowel,"by:palatalized_labial,o:rounded,u:rounded,i:spread_vowel,N:special_mora","by:palatalized_labial→o:rounded,o:rounded→u:rounded,u:rounded→i:spread_vowel,i:spread_vowel→N:special_mora",0.15151515151515152,0.6666666666666666,0.6,0.02631578947368421,0.4,0.09523809523809523,0.02631578947368421,0.36112440191387557,0.24761904761904763,0.2808644989096117,0.3761712519936204,0.25793650793650796,0.29256718636417883,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J070,word,発表,はっぴょう,4,0.92,0.97,0.08,はっぴょう,は-っ-ぴょ-う,"h,py","a,o,u","Q,R",h-a-Q-py-o-u,o:3-4,1,"Q,a,h,o,py,u","h→a,a→Q,Q→py,py→o,o→u",,"gemination,vowel_length,palatalization",3,mora_timed;pitch_accent_relevant,0,,lexical_nucleus,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,HIGH,RULE_REVIEWED,RULE_REVIEWED,DICTIONARY_VERIFIED,,palatal_glottal → open_vowel → special_mora → palatalized_labial → rounded → rounded,"open_vowel,palatal_glottal,palatalized_labial,rounded,special_mora","palatal_glottal→open_vowel,open_vowel→special_mora,special_mora→palatalized_labial,palatalized_labial→rounded,rounded→rounded",open_vowel; palatal_glottal; palatalized_labial; rounded; special_mora,"h:palatal_glottal,a:open_vowel,Q:special_mora,py:palatalized_labial,o:rounded,u:rounded","h:palatal_glottal→a:open_vowel,a:open_vowel→Q:special_mora,Q:special_mora→py:palatalized_labial,py:palatalized_labial→o:rounded,o:rounded→u:rounded",0.18181818181818182,0.6666666666666666,0.6,0.03289473684210526,0.5,0.11904761904761904,0.03289473684210526,0.37034489633173845,0.30952380952380953,0.30476027731666827,0.3817988621976685,0.3190967108492882,0.3141858529037817,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J071,word,学校,がっこう,4,0.92,0.97,0.08,がっこう,が-っ-こ-う,"g,k","a,o,u","Q,R",g-a-Q-k-o-u,o:3-4,1,"Q,a,g,k,o,u","g→a,a→Q,Q→k,k→o,o→u",,"gemination,vowel_length",2,mora_timed;pitch_accent_relevant,0,,lexical_nucleus,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,HIGH,RULE_REVIEWED,RULE_REVIEWED,DICTIONARY_VERIFIED,,low_visibility_velar → open_vowel → special_mora → low_visibility_velar → rounded → rounded,"low_visibility_velar,open_vowel,rounded,special_mora","low_visibility_velar→open_vowel,open_vowel→special_mora,special_mora→low_visibility_velar,low_visibility_velar→rounded,rounded→rounded",low_visibility_velar; open_vowel; rounded; special_mora,"g:low_visibility_velar,a:open_vowel,Q:special_mora,k:low_visibility_velar,o:rounded,u:rounded","g:low_visibility_velar→a:open_vowel,a:open_vowel→Q:special_mora,Q:special_mora→k:low_visibility_velar,k:low_visibility_velar→o:rounded,o:rounded→u:rounded",0.18181818181818182,0.6666666666666666,0.4,0.03289473684210526,0.4,0.11904761904761904,0.03289473684210526,0.32034489633173846,0.25952380952380955,0.26190313445952546,0.3302524704450912,0.2675503190967109,0.2700032314015726,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J072,word,切手,きって,3,0.72,0.76,0.07,きって,き-っ-て,"k,t","e,i",Q,k-i-Q-t-e,,0,"Q,e,i,k,t","k→i,i→Q,Q→t,t→e",,gemination,1,mora_timed;pitch_accent_relevant,0,3,lexical_nucleus,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,MEDIUM,RULE_REVIEWED,RULE_REVIEWED,DICTIONARY_VERIFIED,,low_visibility_velar → spread_vowel → special_mora → coronal → spread_vowel,"coronal,low_visibility_velar,special_mora,spread_vowel","low_visibility_velar→spread_vowel,spread_vowel→special_mora,special_mora→coronal,coronal→spread_vowel",coronal; low_visibility_velar; special_mora; spread_vowel,"k:low_visibility_velar,i:spread_vowel,Q:special_mora,t:coronal,e:spread_vowel","k:low_visibility_velar→i:spread_vowel,i:spread_vowel→Q:special_mora,Q:special_mora→t:coronal,t:coronal→e:spread_vowel",0.15151515151515152,0.3333333333333333,0.2,0.02631578947368421,0.4,0.09523809523809523,0.02631578947368421,0.17779106858054228,0.24761904761904763,0.17610259414770693,0.2339356165533451,0.3258145363408521,0.23171393966803544,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J073,word,雑誌,ざっし,3,0.72,0.76,0.07,ざっし,ざ-っ-し,"sh,z","a,i",Q,z-a-Q-sh-i,,0,"Q,a,i,sh,z","z→a,a→Q,Q→sh,sh→i",,gemination,1,mora_timed;pitch_accent_relevant,0,,lexical_nucleus,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,HIGH,RULE_REVIEWED,RULE_REVIEWED,DICTIONARY_VERIFIED,,coronal → open_vowel → special_mora → coronal → spread_vowel,"coronal,open_vowel,special_mora,spread_vowel","coronal→open_vowel,open_vowel→special_mora,special_mora→coronal,coronal→spread_vowel",coronal; open_vowel; special_mora; spread_vowel,"z:coronal,a:open_vowel,Q:special_mora,sh:coronal,i:spread_vowel","z:coronal→a:open_vowel,a:open_vowel→Q:special_mora,Q:special_mora→sh:coronal,sh:coronal→i:spread_vowel",0.15151515151515152,0.3333333333333333,0.2,0.02631578947368421,0.4,0.09523809523809523,0.02631578947368421,0.17779106858054228,0.24761904761904763,0.17610259414770693,0.2339356165533451,0.3258145363408521,0.23171393966803544,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J074,word,一杯,いっぱい,4,0.92,0.95,0.08,いっぱい,い-っ-ぱ-い,p,"a,i",Q,i-Q-p-a-i,,0,"Q,a,i,p","i→Q,Q→p,p→a,a→i",,gemination,1,mora_timed;pitch_accent_relevant,1,0,lexical_nucleus,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,MEDIUM,RULE_REVIEWED,RULE_REVIEWED,DICTIONARY_VERIFIED,,spread_vowel → special_mora → bilabial_closure → open_vowel → spread_vowel,"bilabial_closure,open_vowel,special_mora,spread_vowel","spread_vowel→special_mora,special_mora→bilabial_closure,bilabial_closure→open_vowel,open_vowel→spread_vowel",bilabial_closure; open_vowel; special_mora; spread_vowel,"i:spread_vowel,Q:special_mora,p:bilabial_closure,a:open_vowel,i:spread_vowel","i:spread_vowel→Q:special_mora,Q:special_mora→p:bilabial_closure,p:bilabial_closure→a:open_vowel,a:open_vowel→i:spread_vowel",0.12121212121212122,0.3333333333333333,0.2,0.02631578947368421,0.4,0.09523809523809523,0.02631578947368421,0.17021531100478468,0.24761904761904763,0.17177358981870258,0.17917401158398388,0.26065162907268175,0.18081430507231852,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J075,word,新聞,しんぶん,4,0.92,0.93,0.08,しんぶん,し-ん-ぶ-ん,"b,sh","i,u",N,sh-i-N-b-u-N,,0,"N,b,i,sh,u","sh→i,i→N,N→b,b→u,u→N",,moraic_nasal,1,mora_timed;pitch_accent_relevant,0,,lexical_nucleus,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,HIGH,RULE_REVIEWED,RULE_REVIEWED,DICTIONARY_VERIFIED,,coronal → spread_vowel → special_mora → bilabial_closure → rounded → special_mora,"bilabial_closure,coronal,rounded,special_mora,spread_vowel","coronal→spread_vowel,spread_vowel→special_mora,special_mora→bilabial_closure,bilabial_closure→rounded,rounded→special_mora",bilabial_closure; coronal; rounded; special_mora; spread_vowel,"sh:coronal,i:spread_vowel,N:special_mora,b:bilabial_closure,u:rounded,N:special_mora","sh:coronal→i:spread_vowel,i:spread_vowel→N:special_mora,N:special_mora→b:bilabial_closure,b:bilabial_closure→u:rounded,u:rounded→N:special_mora",0.15151515151515152,0.3333333333333333,0.2,0.03289473684210526,0.5,0.11904761904761904,0.03289473684210526,0.17943580542264753,0.30952380952380953,0.19566936822575923,0.19294172626091133,0.33282130056323606,0.21039717013522496,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J076,word,安全,あんぜん,4,0.92,0.93,0.08,あんぜん,あ-ん-ぜ-ん,z,"a,e",N,a-N-z-e-N,,0,"N,a,e,z","a→N,N→z,z→e,e→N",,moraic_nasal,1,mora_timed;pitch_accent_relevant,0,,lexical_nucleus,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,HIGH,RULE_REVIEWED,RULE_REVIEWED,DICTIONARY_VERIFIED,,open_vowel → special_mora → coronal → spread_vowel → special_mora,"coronal,open_vowel,special_mora,spread_vowel","open_vowel→special_mora,special_mora→coronal,coronal→spread_vowel,spread_vowel→special_mora",coronal; open_vowel; special_mora; spread_vowel,"a:open_vowel,N:special_mora,z:coronal,e:spread_vowel,N:special_mora","a:open_vowel→N:special_mora,N:special_mora→z:coronal,z:coronal→e:spread_vowel,e:spread_vowel→N:special_mora",0.12121212121212122,0.3333333333333333,0.2,0.02631578947368421,0.4,0.09523809523809523,0.02631578947368421,0.17021531100478468,0.24761904761904763,0.17177358981870258,0.18302721613417708,0.26625704045058884,0.1847027847512931,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J077,word,案内,あんない,4,0.92,0.93,0.08,あんない,あ-ん-な-い,n,"a,i",N,a-N-n-a-i,,0,"N,a,i,n","a→N,N→n,n→a,a→i",,moraic_nasal,1,mora_timed;pitch_accent_relevant,3,,lexical_nucleus,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,HIGH,RULE_REVIEWED,RULE_REVIEWED,DICTIONARY_VERIFIED,,open_vowel → special_mora → coronal → open_vowel → spread_vowel,"coronal,open_vowel,special_mora,spread_vowel","open_vowel→special_mora,special_mora→coronal,coronal→open_vowel,open_vowel→spread_vowel",coronal; open_vowel; special_mora; spread_vowel,"a:open_vowel,N:special_mora,n:coronal,a:open_vowel,i:spread_vowel","a:open_vowel→N:special_mora,N:special_mora→n:coronal,n:coronal→a:open_vowel,a:open_vowel→i:spread_vowel",0.12121212121212122,0.3333333333333333,0.2,0.02631578947368421,0.4,0.09523809523809523,0.02631578947368421,0.17021531100478468,0.24761904761904763,0.17177358981870258,0.18302721613417708,0.26625704045058884,0.1847027847512931,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J078,word,温泉,おんせん,4,0.92,0.93,0.08,おんせん,お-ん-せ-ん,s,"e,o",N,o-N-s-e-N,,0,"N,e,o,s","o→N,N→s,s→e,e→N",,moraic_nasal,1,mora_timed;pitch_accent_relevant,0,,lexical_nucleus,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,HIGH,RULE_REVIEWED,RULE_REVIEWED,DICTIONARY_VERIFIED,,rounded → special_mora → coronal → spread_vowel → special_mora,"coronal,rounded,special_mora,spread_vowel","rounded→special_mora,special_mora→coronal,coronal→spread_vowel,spread_vowel→special_mora",coronal; rounded; special_mora; spread_vowel,"o:rounded,N:special_mora,s:coronal,e:spread_vowel,N:special_mora","o:rounded→N:special_mora,N:special_mora→s:coronal,s:coronal→e:spread_vowel,e:spread_vowel→N:special_mora",0.12121212121212122,0.3333333333333333,0.2,0.02631578947368421,0.4,0.09523809523809523,0.02631578947368421,0.17021531100478468,0.24761904761904763,0.17177358981870258,0.18302721613417708,0.26625704045058884,0.1847027847512931,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J079,word,先生,せんせい,4,0.92,0.96,0.08,せんせい,せ-ん-せ-い,s,"e,i","N,R",s-e-N-s-e-i,e:3-4,1,"N,e,i,s","s→e,e→N,N→s,s→e,e→i",,"moraic_nasal,vowel_length",2,mora_timed;pitch_accent_relevant,3,,lexical_nucleus,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,HIGH,RULE_REVIEWED,RULE_REVIEWED,DICTIONARY_VERIFIED,,coronal → spread_vowel → special_mora → coronal → spread_vowel → spread_vowel,"coronal,special_mora,spread_vowel","coronal→spread_vowel,spread_vowel→special_mora,special_mora→coronal,coronal→spread_vowel,spread_vowel→spread_vowel",coronal; special_mora; spread_vowel,"s:coronal,e:spread_vowel,N:special_mora,s:coronal,e:spread_vowel,i:spread_vowel","s:coronal→e:spread_vowel,e:spread_vowel→N:special_mora,N:special_mora→s:coronal,s:coronal→e:spread_vowel,e:spread_vowel→i:spread_vowel",0.12121212121212122,0.6666666666666666,0.4,0.02631578947368421,0.3,0.09523809523809523,0.02631578947368421,0.303548644338118,0.1976190476190476,0.2336783517234645,0.31619650451887293,0.2058531746031746,0.2434149497119422,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J080,word,東京,とうきょう,4,0.92,0.95,0.08,とうきょう,と-う-きょ-う,"ky,t","o,u",R,t-o-u-ky-o-u,"o:1-2,o:3-4",2,"ky,o,t,u","t→o,o→u,u→ky,ky→o,o→u",,"vowel_length,palatalization",2,mora_timed;pitch_accent_relevant,0,,lexical_nucleus,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,HIGH,RULE_REVIEWED,RULE_REVIEWED,DICTIONARY_VERIFIED,,coronal → rounded → rounded → low_visibility_velar → rounded → rounded,"coronal,low_visibility_velar,rounded","coronal→rounded,rounded→rounded,rounded→low_visibility_velar,low_visibility_velar→rounded,rounded→rounded",coronal; low_visibility_velar; rounded,"t:coronal,o:rounded,u:rounded,ky:low_visibility_velar,o:rounded,u:rounded","t:coronal→o:rounded,o:rounded→u:rounded,u:rounded→ky:low_visibility_velar,ky:low_visibility_velar→o:rounded,o:rounded→u:rounded",0.12121212121212122,0.3333333333333333,0.4,0.02631578947368421,0.3,0.09523809523809523,0.02631578947368421,0.2202153110047847,0.1976190476190476,0.1860593041044169,0.23180559053135233,0.20802005012531327,0.19585189905728095,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J081,phrase,青い空,あおい そら,5,1.15,1.17,0.09,あおいそら,あ-お-い-そ-ら,"r,s","a,i,o",,a-o-i-s-o-r-a,,0,"a,i,o,r,s","a→o,o→i,i→s,s→o,o→r,r→a",i→s,,0,mora_timed;pitch_accent_relevant,2+1,,lexical_component_sequence,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,COMPONENT_LEVEL,RULE_REVIEWED,RULE_REVIEWED,COMPONENTS_VERIFIED; UTTERANCE_F0_NOT_MEASURED,Pitch pattern lists lexical components in order.,open_vowel → rounded → spread_vowel → coronal → rounded → coronal → open_vowel,"coronal,open_vowel,rounded,spread_vowel","open_vowel→rounded,rounded→spread_vowel,spread_vowel→coronal,coronal→rounded,rounded→coronal,coronal→open_vowel",coronal; open_vowel; rounded; spread_vowel,"a:open_vowel,o:rounded,i:spread_vowel,s:coronal,o:rounded,r:coronal,a:open_vowel","a:open_vowel→o:rounded,o:rounded→i:spread_vowel,i:spread_vowel→s:coronal,s:coronal→o:rounded,o:rounded→r:coronal,r:coronal→a:open_vowel",0.15151515151515152,0.0,0.0,0.039473684210526314,0.4,0.14285714285714285,0.039473684210526314,0.047747208931419455,0.27142857142857146,0.1104742375419067,0.04080958028326449,0.23199023199023203,0.09442242524949292,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J082,phrase,赤い傘,あかい かさ,5,1.15,1.17,0.09,あかいかさ,あ-か-い-か-さ,"k,s","a,i",,a-k-a-i-k-a-s-a,,0,"a,i,k,s","a→k,k→a,a→i,i→k,k→a,a→s,s→a",i→k,,0,mora_timed;pitch_accent_relevant,0+1,,lexical_component_sequence,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,COMPONENT_LEVEL,RULE_REVIEWED,RULE_REVIEWED,COMPONENTS_VERIFIED; UTTERANCE_F0_NOT_MEASURED,Pitch pattern lists lexical components in order.,open_vowel → low_visibility_velar → open_vowel → spread_vowel → low_visibility_velar → open_vowel → coronal → open_vowel,"coronal,low_visibility_velar,open_vowel,spread_vowel","open_vowel→low_visibility_velar,low_visibility_velar→open_vowel,open_vowel→spread_vowel,spread_vowel→low_visibility_velar,low_visibility_velar→open_vowel,open_vowel→coronal,coronal→open_vowel",coronal; low_visibility_velar; open_vowel; spread_vowel,"a:open_vowel,k:low_visibility_velar,a:open_vowel,i:spread_vowel,k:low_visibility_velar,a:open_vowel,s:coronal,a:open_vowel","a:open_vowel→k:low_visibility_velar,k:low_visibility_velar→a:open_vowel,a:open_vowel→i:spread_vowel,i:spread_vowel→k:low_visibility_velar,k:low_visibility_velar→a:open_vowel,a:open_vowel→s:coronal,s:coronal→a:open_vowel",0.12121212121212122,0.0,0.0,0.039473684210526314,0.4,0.14285714285714285,0.039473684210526314,0.040171451355661886,0.27142857142857146,0.10614523321290238,0.03433457380825802,0.23199023199023203,0.09072242154948922,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J083,phrase,大きな木,おおきな き,5,1.15,1.19,0.09,おおきなき,お-お-き-な-き,"k,n","a,i,o",R,o-o-k-i-n-a-k-i,o:1-2,1,"a,i,k,n,o","o→o,o→k,k→i,i→n,n→a,a→k,k→i",a→k,vowel_length,1,mora_timed;pitch_accent_relevant,1+1,,lexical_component_sequence,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,COMPONENT_LEVEL,RULE_REVIEWED,RULE_REVIEWED,COMPONENTS_VERIFIED; UTTERANCE_F0_NOT_MEASURED,Pitch pattern lists lexical components in order.,rounded → rounded → low_visibility_velar → spread_vowel → coronal → open_vowel → low_visibility_velar → spread_vowel,"coronal,low_visibility_velar,open_vowel,rounded,spread_vowel","rounded→rounded,rounded→low_visibility_velar,low_visibility_velar→spread_vowel,spread_vowel→coronal,coronal→open_vowel,open_vowel→low_visibility_velar,low_visibility_velar→spread_vowel",coronal; low_visibility_velar; open_vowel; rounded; spread_vowel,"o:rounded,o:rounded,k:low_visibility_velar,i:spread_vowel,n:coronal,a:open_vowel,k:low_visibility_velar,i:spread_vowel","o:rounded→o:rounded,o:rounded→k:low_visibility_velar,k:low_visibility_velar→i:spread_vowel,i:spread_vowel→n:coronal,n:coronal→a:open_vowel,a:open_vowel→k:low_visibility_velar,k:low_visibility_velar→i:spread_vowel",0.15151515151515152,0.3333333333333333,0.2,0.039473684210526314,0.5,0.14285714285714285,0.039473684210526314,0.1810805422647528,0.3214285714285714,0.20095042801809718,0.15216852291155697,0.2701080432172869,0.16886590589756065,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J084,phrase,小さな猫,ちいさな ねこ,6,1.33,1.39,0.1,ちいさなねこ,ち-い-さ-な-ね-こ,"ch,k,n,s","a,e,i,o",R,ch-i-i-s-a-n-a-n-e-k-o,i:1-2,1,"a,ch,e,i,k,n,o,s","ch→i,i→i,i→s,s→a,a→n,n→a,a→n,n→e,e→k,k→o",a→n,vowel_length,1,mora_timed;pitch_accent_relevant,1+1,,lexical_component_sequence,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,COMPONENT_LEVEL,RULE_REVIEWED,RULE_REVIEWED,COMPONENTS_VERIFIED; UTTERANCE_F0_NOT_MEASURED,Pitch pattern lists lexical components in order.,coronal → spread_vowel → spread_vowel → coronal → open_vowel → coronal → open_vowel → coronal → spread_vowel → low_visibility_velar → rounded,"coronal,low_visibility_velar,open_vowel,rounded,spread_vowel","coronal→spread_vowel,spread_vowel→spread_vowel,spread_vowel→coronal,coronal→open_vowel,open_vowel→coronal,coronal→open_vowel,open_vowel→coronal,coronal→spread_vowel,spread_vowel→low_visibility_velar,low_visibility_velar→rounded",coronal; low_visibility_velar; open_vowel; rounded; spread_vowel,"ch:coronal,i:spread_vowel,i:spread_vowel,s:coronal,a:open_vowel,n:coronal,a:open_vowel,n:coronal,e:spread_vowel,k:low_visibility_velar,o:rounded","ch:coronal→i:spread_vowel,i:spread_vowel→i:spread_vowel,i:spread_vowel→s:coronal,s:coronal→a:open_vowel,a:open_vowel→n:coronal,n:coronal→a:open_vowel,a:open_vowel→n:coronal,n:coronal→e:spread_vowel,e:spread_vowel→k:low_visibility_velar,k:low_visibility_velar→o:rounded",0.24242424242424243,0.3333333333333333,0.2,0.05921052631578947,0.5,0.16666666666666666,0.05921052631578947,0.2087420255183413,0.3333333333333333,0.22297789929368877,0.1501741190779434,0.23980815347721823,0.1604157548875459,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J085,phrase,白い雲,しろい くも,5,1.15,1.17,0.09,しろいくも,し-ろ-い-く-も,"k,m,r,sh","i,o,u",,sh-i-r-o-i-k-u-m-o,,0,"i,k,m,o,r,sh,u","sh→i,i→r,r→o,o→i,i→k,k→u,u→m,m→o",i→k,,0,mora_timed;pitch_accent_relevant,2+1,,lexical_component_sequence,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,COMPONENT_LEVEL,RULE_REVIEWED,RULE_REVIEWED,COMPONENTS_VERIFIED; UTTERANCE_F0_NOT_MEASURED,Pitch pattern lists lexical components in order.,coronal → spread_vowel → coronal → rounded → spread_vowel → low_visibility_velar → rounded → bilabial_closure → rounded,"bilabial_closure,coronal,low_visibility_velar,rounded,spread_vowel","coronal→spread_vowel,spread_vowel→coronal,coronal→rounded,rounded→spread_vowel,spread_vowel→low_visibility_velar,low_visibility_velar→rounded,rounded→bilabial_closure,bilabial_closure→rounded",bilabial_closure; coronal; low_visibility_velar; rounded; spread_vowel,"sh:coronal,i:spread_vowel,r:coronal,o:rounded,i:spread_vowel,k:low_visibility_velar,u:rounded,m:bilabial_closure,o:rounded","sh:coronal→i:spread_vowel,i:spread_vowel→r:coronal,r:coronal→o:rounded,o:rounded→i:spread_vowel,i:spread_vowel→k:low_visibility_velar,k:low_visibility_velar→u:rounded,u:rounded→m:bilabial_closure,m:bilabial_closure→o:rounded",0.21212121212121213,0.0,0.0,0.05263157894736842,0.5,0.19047619047619047,0.05263157894736842,0.06618819776714513,0.34523809523809523,0.14398008007030563,0.056571109202688145,0.29507529507529506,0.12305989749598772,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
